time_s,raw,ma_only,ma_spike,spike_flag,dA_raw,dA_ma_only,dA_ma_spike
35.0691,2.743600,2.742960,2.742960,0,2.667944,2.667210,2.667210
35.1958,2.720100,2.754060,2.754060,0,2.641127,2.679963,2.679963
35.3213,2.740400,2.752320,2.752320,0,2.664277,2.677960,2.677960
35.4500,2.743600,2.743880,2.743880,0,2.667944,2.668265,2.668265
35.5736,2.731100,2.735760,2.735760,0,2.653648,2.658969,2.658969
35.7000,2.698200,2.726680,2.726680,0,2.616364,2.648610,2.648610
35.8276,2.702900,2.723240,2.723240,0,2.621660,2.644695,2.644695
35.9515,2.682600,2.711680,2.711680,0,2.598858,2.631580,2.631580
36.0778,2.767100,2.716380,2.716380,0,2.695019,2.636905,2.636905
36.2035,2.796700,2.729500,2.729500,0,2.729490,2.651823,2.651823
36.3304,2.834300,2.756720,2.756720,0,2.773880,2.683028,2.683028
36.4555,2.890600,2.794260,2.794260,0,2.841629,2.726633,2.726633
36.5811,2.884300,2.834600,2.834600,0,2.833970,2.774237,2.774237
36.7071,2.865600,2.854300,2.854300,0,2.811354,2.797770,2.797770
36.8340,2.837400,2.862440,2.862440,0,2.777570,2.807549,2.807549
36.9596,2.932000,2.881980,2.881980,0,2.892447,2.831155,2.831155
37.0853,2.899200,2.883700,2.883700,0,2.852115,2.833242,2.833242
37.2119,2.936000,2.894040,2.894040,0,2.897402,2.845819,2.845819
37.3379,2.918000,2.904520,2.904520,0,2.875166,2.858620,2.858620
37.4645,2.945300,2.926100,2.926100,0,2.908955,2.885152,2.885152
37.5894,3.012600,2.942220,2.942220,0,3.012600,2.905124,2.905124
37.7159,2.884300,2.939240,2.939240,0,2.833970,2.901422,2.901422
37.8416,2.932800,2.938600,2.938600,0,2.893437,2.900627,2.900627
37.9679,2.965600,2.948120,2.948120,0,2.934324,2.912466,2.912466
38.0931,2.880400,2.935140,2.935140,0,2.829239,2.896336,2.896336
38.2207,2.926600,2.917940,2.917940,0,2.885770,2.875092,2.875092
38.3464,2.936700,2.928420,2.928420,0,2.898270,2.888018,2.888018
38.4730,2.922600,2.926380,2.926380,0,2.880833,2.885498,2.885498
38.5974,2.969600,2.927180,2.927180,0,2.939347,2.886486,2.886486
38.7234,2.922600,2.935620,2.935620,0,2.880833,2.896931,2.896931
38.8499,2.921900,2.934680,2.934680,0,2.879970,2.895766,2.895766
38.9757,2.865600,2.920460,2.920460,0,2.811354,2.878195,2.878195
39.1018,2.860900,2.908120,2.908120,0,2.805696,2.863030,2.863030
39.2282,2.903100,2.894820,2.894820,0,2.856882,2.846770,2.846770
39.3542,2.828000,2.875900,2.875900,0,2.766395,2.823790,2.823790
39.4823,2.900000,2.871520,2.871520,0,2.853092,2.818495,2.818495
39.6060,2.848400,2.868080,2.868080,0,2.790702,2.814343,2.814343
39.7314,2.892100,2.874320,2.874320,0,2.843455,2.821879,2.821879
39.8585,2.887400,2.871180,2.871180,0,2.837736,2.818084,2.818084
39.9838,2.909300,2.887440,2.887440,0,2.864477,2.837785,2.837785
40.1098,2.884300,2.884300,2.884300,0,2.833970,2.833970,2.833970
40.2354,2.839000,2.882420,2.882420,0,2.779477,2.831689,2.831689
40.3614,2.937500,2.891500,2.891500,0,2.899262,2.842724,2.842724
